display_number,id,text
H.R. 160,116690,Taxation Health technology devices supplies Sales and excise taxes
H.R. 596,116212,Health Abortion Budget deficits and national debt Civil actions and liability Comprehensive health care Economic performance and conditions Executive agency funding and structure General health and health care finance matters Health care costs and insurance Health care coverage and access Health personnel Medicaid Religion Tax administration and collection taxpayers
H.Res. 152,116304,Congress House of Representatives Legislative rules and procedure
H.R. 1030,116301,Environmental protection Administrative law and regulatory procedures Environmental Protection Agency (EPA) Environmental assessment monitoring research Environmental regulatory procedures Government information and archives Research administration and funding
S. 1170,117993,Government operations and politics Cancer Health Medical research Postal service Research administration and funding Women's health
H.Res. 341,116709,Congress Government buildings facilities and property House of Representatives Library of Congress National symbols Racial and ethnic relations State and local government operations U.S. Capitol
H.R. 648,116287,Health Emergency medical services and trauma care Health facilities and institutions Health programs administration and funding
H.R. 1313,116527,Armed forces and national security Disability and paralysis Public contracts and procurement Small business Veterans' education employment rehabilitation
H.Res. 163,116317,Congress House of Representatives Legislative rules and procedure
H.R. 361,116203,Emergency management Drug therapy Emergency medical services and trauma care Emergency planning and evacuation First responders and emergency personnel Hazardous wastes and toxic substances Health programs administration and funding Health technology devices supplies Infectious and parasitic diseases Terrorism
H.R. 36,116504,Crime and law enforcement Abortion Assault and harassment offenses Civil actions and liability Crime victims Crimes against children Crimes against women Criminal investigation prosecution interrogation Government information and archives Health information and medical records Health personnel Medical ethics Medical tests and diagnostic methods Sex offenses Women's health
H.R. 240,116277,Emergency management Administrative law and regulatory procedures Administrative remedies Appropriations Arizona Aviation and airports Border security and unlawful immigration Budget deficits and national debt Building construction Buy American requirements California Canada Caribbean area Child safety and welfare Coast guard Computer security and identity theft Congressional oversight Congressional-executive branch relations Correctional facilities and imprisonment Crimes against children Criminal investigation prosecution interrogation Cuba Customs enforcement Department of Defense Department of Homeland Security Detention of persons Disaster relief and insurance Domestic violence and child abuse Drug trafficking and controlled substances Emergency planning and evacuation Employee hiring Executive agency funding and structure Federal Emergency Management Agency (FEMA) Firearms and explosives First responders and emergency personnel Floods and storm protection Food assistance and relief Foreign labor Government buildings facilities and property Government employee pay benefits personnel management Government information and archives Hazardous wastes and toxic substances Health care costs and insurance Health care coverage and access Homeland security Homelessness and emergency shelter Human trafficking Immigrant health and welfare Immigration status and procedures Internet and video services Latin America Law enforcement administration and funding Law enforcement officers Marine and inland water transportation Marine pollution Mexico Military facilities and property Military personnel and dependents Motor carriers National Guard and reserves Navigation waterways harbors New Jersey New Mexico Oil and gas Pornography Prescription drugs Presidents and presidential powers Vice Presidents Protection of officials Public contracts and procurement Public transit Radioactive wastes and releases Railroads Refugees asylum displaced persons Research administration and funding Research and development Sex offenses Terrorism Texas Transportation costs Transportation safety and security Travel and tourism User charges and fees Visas and passports
H.R. 1737,117979,Finance and financial sector Administrative law and regulatory procedures Banking and financial institutions regulation Consumer Financial Protection Bureau Consumer affairs Consumer credit Financial services and investments Government information and archives Government studies and investigations Minority and disadvantaged businesses Motor vehicles Small business Women in business
H.R. 431,116232,Civil rights and liberties minority issues Alabama Congressional tributes Museums exhibitions cultural centers Protest and dissent Racial and ethnic relations U.S. history Voting rights
H.R. 246,116181,Crime and law enforcement Child safety and welfare Crime prevention Crimes against children Criminal justice information and records Human trafficking Internet and video services Law enforcement administration and funding Sex offenses
H.Res. 255,116500,Congress House of Representatives Legislative rules and procedure
H.R. 1560,116435,Armed forces and national security Banking and financial institutions regulation Business records Civil actions and liability Competition and antitrust Computer security and identity theft Computers and information technology Congressional oversight Criminal investigation prosecution interrogation Department of Homeland Security Emergency communications systems Emergency planning and evacuation Executive agency funding and structure First responders and emergency personnel Fraud offenses and financial crimes Government information and archives Government liability Government studies and investigations Intelligence activities surveillance classified information Intergovernmental relations International organizations and cooperation Navigation waterways harbors Research administration and funding Research and development Right of privacy Small business Technology assessment Transportation safety and security
H.R. 360,116311,Native Americans Advisory bodies Alaska Natives and Hawaiians Congressional oversight Department of Housing and Urban Development Environmental assessment monitoring research Executive agency funding and structure Government lending and loan guarantees Homelessness and emergency shelter Housing and community development funding Housing finance and home ownership Housing supply and affordability Indian lands and resources rights Indian social and development programs Low- and moderate-income housing Public housing Residential rehabilitation and home repair Veterans' loans housing homeless programs
H.R. 651,116446,Government operations and politics Congressional tributes Government buildings facilities and property Postal service Rhode Island
H.Res. 138,116293,Congress House of Representatives Legislative rules and procedure
H.Res. 38,116148,Congress House of Representatives Legislative rules and procedure
H.Res. 173,116338,Congress House of Representatives Legislative rules and procedure
H.R. 1265,116386,Finance and financial sector Advisory bodies Banking and financial institutions regulation Consumer Financial Protection Bureau Consumer affairs Executive agency funding and structure Financial services and investments
H.R. 1259,116385,Finance and financial sector Administrative remedies Banking and financial institutions regulation Consumer Financial Protection Bureau Consumer credit Rural conditions and development
H.R. 1105,116416,Taxation Inflation and prices Transfer and inheritance taxes
H.R. 2559,116674,Transportation and public works Congressional tributes Military personnel and dependents Roads and highways Texas
H.Res. 288,116585,Congress House of Representatives Legislative rules and procedure
H.R. 636,116242,Taxation Business investment and capital Charitable contributions Computers and information technology Income tax deductions Inflation and prices Securities Small business Tax administration and collection taxpayers
H.R. 1020,116248,Education Computers and information technology Education programs funding Elementary and secondary education Higher education Research administration and funding Research and development Science and engineering education Student aid and college costs Teaching teachers curricula
H.R. 2146,116691,Foreign trade and international finance Administrative law and regulatory procedures Advisory bodies Agricultural prices subsidies credit Agricultural trade Air quality Arab-Israeli relations Arctic and polar regions Asia Aviation and airports Competitiveness trade promotion trade deficits Congressional committees Congressional operations and organization Congressional oversight Currency Customs enforcement Digital media Economic performance and conditions Employee benefits and pensions Employment discrimination and employee rights Endangered and threatened species Environmental assessment monitoring research Environmental regulatory procedures Environmental technology Europe European Union Executive agency funding and structure Federal officials Fires First responders and emergency personnel Food supply safety and labeling Free trade and trade barriers Government employee pay benefits personnel management Government ethics and transparency public corruption Government information and archives House Committee on Ways and Means Human rights Income tax exclusion Intellectual property International monetary system and foreign exchange International organizations and cooperation Internet and video services Israel Labor standards Law enforcement officers Legislative rules and procedure Manufacturing Marine and coastal resources fisheries Marine pollution Middle East Office of the U.S. Trade Representative Presidents and presidential powers Vice Presidents Public participation and lobbying Religion Rule of law and government transparency Rural conditions and development Sanctions Seafood Senate Committee on Finance Service industries Small business Sovereignty recognition national governance and status State and local government operations Tariffs Trade agreements and negotiations Trade restrictions U.S. and foreign investments Water quality Wetlands Wildlife conservation and habitat protection Youth employment and child labor
S. 1177,118002,Education Academic performance and assessments Administrative law and regulatory procedures Adoption and foster care Adult education and literacy Alaska Natives and Hawaiians Congressional oversight Department of Education Domestic violence and child abuse Education of the disadvantaged Education programs funding Educational facilities and institutions Educational guidance Educational technology and distance education Elementary and secondary education Foreign language and bilingual programs Higher education Homelessness and emergency shelter Indian social and development programs Juvenile crime and gang violence Land transfers Language arts Minority education Physical fitness and lifestyle Preschool education Religion Rural conditions and development Science and engineering education Teaching teachers curricula U.S. history
H.R. 7,116160,Civil rights and liberties minority issues Abortion Appropriations Assault and harassment offenses Comprehensive health care Consumer affairs Crimes against women Employee benefits and pensions Government buildings facilities and property Health care costs and insurance Health care coverage and access Health facilities and institutions Health programs administration and funding Income tax credits Sex offenses Small business
H.R. 161,116150,Energy Administrative law and regulatory procedures Administrative remedies Department of Energy Federal Energy Regulatory Commission (FERC) Licensing and registrations Oil and gas Pipelines
H.R. 26,116113,Finance and financial sector Administrative law and regulatory procedures Advisory bodies Banking and financial institutions regulation Business records Civil actions and liability Commodities markets Congressional oversight Consumer affairs Criminal justice information and records Department of the Treasury Disaster relief and insurance Federal Reserve System Federal officials Federal preemption Financial services and investments Government corporations and government-sponsored enterprises Government studies and investigations Insurance industry and regulation Licensing and registrations Life casualty property insurance Performance measurement Securities Small business State and local government operations Terrorism
H.R. 185,116134,Government operations and politics Administrative law and regulatory procedures Administrative remedies Economic performance and conditions Evidence and witnesses Government information and archives Judicial review and appeals Office of Management and Budget (OMB)
H.R. 615,116205,Emergency management Administrative law and regulatory procedures Broadcasting cable digital technologies Congressional oversight Department of Homeland Security Emergency communications systems Government studies and investigations Internet and video services Telephone and wireless communication
H.R. 1694,117972,Transportation and public works Public contracts and procurement Public transit Roads and highways Small business Transportation programs funding Transportation safety and security Veterans' education employment rehabilitation
H.R. 3,116121,Energy Canada Environmental assessment monitoring research Federal appellate courts Judicial review and appeals Licensing and registrations Nebraska Oil and gas Pipelines
H.R. 1090,117902,Finance and financial sector Administrative law and regulatory procedures Banking and financial institutions regulation Congressional oversight Department of Labor Employee benefits and pensions Financial services and investments Government information and archives Securities and Exchange Commission (SEC)
H.R. 30,116119,Taxation Employee benefits and pensions Health care costs and insurance Health care coverage and access Sales and excise taxes
H.R. 2576,116698,Environmental protection Administrative law and regulatory procedures Business records Congressional oversight Environmental Protection Agency (EPA) Environmental health Environmental regulatory procedures Federal preemption Freedom of information Government information and archives Government trust funds Hazardous wastes and toxic substances State and local government operations User charges and fees
H.Res. 70,116209,Congress House of Representatives Legislative rules and procedure
