,Member,Bill,Link,Vote,Question
2388,412500,116670, https://www.govtrack.us/congress/votes/114-2015/h363 ,Yea,H.R. 644: Trade Facilitation and Trade Enforcement Act of 2015
2389,412500,116713, https://www.govtrack.us/congress/votes/114-2015/h391 ,Yea,H.R. 91: Veterans Identification Card Act 2015
2390,412500,116761, https://www.govtrack.us/congress/votes/114-2015/h430 ,Yea,"H.Res. 350: Providing for consideration of the bill (H.R. 6) to accelerate the discovery, development, and delivery of 21st century ..."
2391,412500,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
2392,412500,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
2393,412500,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
2394,412500,117268, https://www.govtrack.us/congress/votes/114-2015/h507 ,Yea,"H.R. 322: To designate the facility of the United States Postal Service located at 16105 Swingley Ridge Road in Chesterfield, ..."
2395,412500,117277, https://www.govtrack.us/congress/votes/114-2015/h518 ,Yea,H.R. 348: RAPID Act
2396,412500,117896, https://www.govtrack.us/congress/votes/114-2015/h573 ,Yea,"H.Res. 450: Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, ..."
2397,412501,116445, https://www.govtrack.us/congress/votes/114-2015/h174 ,Yea,H.R. 373: Good Samaritan Search and Recovery Act
2398,412501,116443, https://www.govtrack.us/congress/votes/114-2015/h175 ,Yea,H.R. 1324: Arapaho National Forest Boundary Adjustment Act of 2015
2399,412501,117245, https://www.govtrack.us/congress/votes/114-2015/h490 ,Yea,S. 1359: E-Warranty Act of 2015
2400,412503,117250, https://www.govtrack.us/congress/votes/114-2015/h493 ,No,"H.R. 3461: To approve the Joint Comprehensive Plan of Action, signed at Vienna on July 14, 2015, relating to the ..."
2401,400320,116107, https://www.govtrack.us/congress/votes/114-2015/h6 ,Yea,H.Res. 5: Adopting rules for the One Hundred Fourteenth Congress.
2402,400320,116253, https://www.govtrack.us/congress/votes/114-2015/h93 ,Yea,"H.Res. 125: Providing for further consideration of the bill (H.R. 5) to support State and local accountability for public education, ..."
2403,400326,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,No,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
2404,400326,116242, https://www.govtrack.us/congress/votes/114-2015/h82 ,No,H.R. 636: Americas Small Business Tax Relief Act of 2015
2405,400326,116406, https://www.govtrack.us/congress/votes/114-2015/h155 ,No,H.Res. 200: Providing for consideration of the bill (H.R. 622) to amend the Internal Revenue Code of 1986 to make ...
2406,400326,116405, https://www.govtrack.us/congress/votes/114-2015/h156 ,Yea,H.R. 1562: Contracting and Tax Accountability Act of 2015
2407,400326,116407, https://www.govtrack.us/congress/votes/114-2015/h157 ,No,H.R. 1563: Federal Employee Tax Accountability Act of 2015
2408,400326,117237, https://www.govtrack.us/congress/votes/114-2015/h486 ,Yea,H.R. 3236: Surface Transportation and Veterans Health Care Choice Improvement Act of 2015
2409,400326,117252, https://www.govtrack.us/congress/votes/114-2015/h496 ,Yea,H.R. 1949: National Liberty Memorial Clarification Act of 2015
2410,400657,116203, https://www.govtrack.us/congress/votes/114-2015/h51 ,Yea,H.R. 361: Medical Preparedness Allowable Use Act
2411,400657,116205, https://www.govtrack.us/congress/votes/114-2015/h52 ,Yea,H.R. 615: Department of Homeland Security Interoperable Communications
2412,400657,116204, https://www.govtrack.us/congress/votes/114-2015/h53 ,Yea,H.R. 623: Social Media Working Group Act of 2015
2413,400657,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,No,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
2414,400657,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,No,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
2415,400656,116157, https://www.govtrack.us/congress/votes/114-2015/h43 ,Yea,H.Res. 42: Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions.
2416,400656,116160, https://www.govtrack.us/congress/votes/114-2015/h45 ,Yea,H.R. 7: No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015
2417,400656,116385, https://www.govtrack.us/congress/votes/114-2015/h145 ,Yea,H.R. 1259: Helping Expand Lending Practices in Rural Communities Act
2418,400656,116386, https://www.govtrack.us/congress/votes/114-2015/h146 ,Yea,H.R. 1265: Bureau Advisory Commission Transparency Act
2419,400656,116384, https://www.govtrack.us/congress/votes/114-2015/h147 ,Yea,H.R. 1480: SAFE Act Confidentiality and Privilege Enhancement Act
2420,400656,116495, https://www.govtrack.us/congress/votes/114-2015/h216 ,Yea,H.R. 606: Dont Tax Our Fallen Public Safety Heroes Act
2421,400656,116496, https://www.govtrack.us/congress/votes/114-2015/h219 ,Yea,H.R. 1732: Regulatory Integrity Protection Act of 2015
2422,400656,116697, https://www.govtrack.us/congress/votes/114-2015/h376 ,Yea,H.R. 1190: Protecting Seniors Access to Medicare Act of 2015
2423,400656,116696, https://www.govtrack.us/congress/votes/114-2015/h377 ,Yea,H.R. 805: Domain Openness Through Continued Oversight Matters Act of 2015
2424,400656,116698, https://www.govtrack.us/congress/votes/114-2015/h378 ,Yea,H.R. 2576: TSCA Modernization Act of 2015
2425,400656,116766, https://www.govtrack.us/congress/votes/114-2015/h434 ,Yea,H.R. 2499: Veterans Entrepreneurship Act of 2015
2426,400656,116800, https://www.govtrack.us/congress/votes/114-2015/h448 ,Yea,H.R. 1557: Federal Employee Antidiscrimination Act of 2015
2427,400656,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2428,400656,117253, https://www.govtrack.us/congress/votes/114-2015/h495 ,Yea,H.R. 1214: National Forest Small Tracts Act Amendments Act of 2015
2429,400656,117268, https://www.govtrack.us/congress/votes/114-2015/h507 ,Yea,"H.R. 322: To designate the facility of the United States Postal Service located at 16105 Swingley Ridge Road in Chesterfield, ..."
2430,400656,117277, https://www.govtrack.us/congress/votes/114-2015/h518 ,Yea,H.R. 348: RAPID Act
2431,400656,117301, https://www.govtrack.us/congress/votes/114-2015/h534 ,Yea,H.R. 1553: Small Bank Exam Cycle Reform Act of 2015
2432,400656,117302, https://www.govtrack.us/congress/votes/114-2015/h535 ,Yea,H.R. 1839: RAISE Act of 2015
2433,400653,116527, https://www.govtrack.us/congress/votes/114-2015/h241 ,Yea,H.R. 1313: Service Disabled Veteran Owned Small Business Relief Act
2434,400653,116525, https://www.govtrack.us/congress/votes/114-2015/h242 ,Yea,H.R. 1382: Boosting Rates of American Veteran Employment Act
2435,400653,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,No,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
2436,400653,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2437,400653,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
2438,400653,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
2439,400653,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
2440,400653,117219, https://www.govtrack.us/congress/votes/114-2015/h471 ,No,"H.Res. 380: Providing for consideration of the bill (H.R. 427) to amend chapter 8 of title 5, United States Code, ..."
2441,400653,117220, https://www.govtrack.us/congress/votes/114-2015/h472 ,Yea,H.R. 675: Veterans Compensation Cost-of-Living Adjustment Act of 2015
2442,400653,117222, https://www.govtrack.us/congress/votes/114-2015/h482 ,No,H.R. 427: Regulations from the Executive in Need of Scrutiny Act of 2015
2443,400653,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2444,400653,117283, https://www.govtrack.us/congress/votes/114-2015/h520 ,Yea,H.R. 2786: Cross-Border Rail Security Act of 2015
2445,400652,116213, https://www.govtrack.us/congress/votes/114-2015/h60 ,Yea,"H.Res. 78: Providing for consideration of the bill (H.R. 527) to amend chapter 6 of title 5, United States Code ..."
2446,400652,116566, https://www.govtrack.us/congress/votes/114-2015/h267 ,Yea,H.R. 1335: Strengthening Fishing Communities and Increasing Flexibility in Fisheries Management Act
2447,400652,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2448,400652,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
2449,400652,116690, https://www.govtrack.us/congress/votes/114-2015/h375 ,Yea,H.R. 160: Protect Medical Innovation Act of 2015
2450,400651,116125, https://www.govtrack.us/congress/votes/114-2015/h17 ,Yea,H.R. 203: Clay Hunt SAV Act
2451,400651,116385, https://www.govtrack.us/congress/votes/114-2015/h145 ,Yea,H.R. 1259: Helping Expand Lending Practices in Rural Communities Act
2452,400651,116386, https://www.govtrack.us/congress/votes/114-2015/h146 ,Yea,H.R. 1265: Bureau Advisory Commission Transparency Act
2453,400651,116384, https://www.govtrack.us/congress/votes/114-2015/h147 ,Yea,H.R. 1480: SAFE Act Confidentiality and Privilege Enhancement Act
2454,400651,116689, https://www.govtrack.us/congress/votes/114-2015/h373 ,Yea,H.Res. 321: Providing for consideration of the Senate amendment to the bill (H.R. 2146) to amend the Internal Revenue Code ...
2455,400651,117911, https://www.govtrack.us/congress/votes/114-2015/h582 ,Yea,H.R. 1853: To direct the President to develop a strategy to obtain observer status for Taiwan in the International Criminal ...
2456,400651,117912, https://www.govtrack.us/congress/votes/114-2015/h584 ,Yea,H.Res. 507: Providing for consideration of the Senate amendments to the bill (H.R. 22) to amend the Internal Revenue Code ...
2457,400651,117913, https://www.govtrack.us/congress/votes/114-2015/h585 ,Yea,H.Res. 354: Expressing the sense of the House of Representatives regarding the safety and security of Jewish communities in Europe.
2458,400651,117928, https://www.govtrack.us/congress/votes/114-2015/h598 ,Yea,H.Res. 512: Providing for further consideration of the Senate amendments to the bill (H.R. 22) to amend the Internal Revenue ...
2459,412209,116138, https://www.govtrack.us/congress/votes/114-2015/h37 ,No,H.R. 37: Promoting Job Creation and Reducing Small Business Burdens Act
2460,412209,116385, https://www.govtrack.us/congress/votes/114-2015/h145 ,Yea,H.R. 1259: Helping Expand Lending Practices in Rural Communities Act
2461,412209,116386, https://www.govtrack.us/congress/votes/114-2015/h146 ,Yea,H.R. 1265: Bureau Advisory Commission Transparency Act
2462,412209,116384, https://www.govtrack.us/congress/votes/114-2015/h147 ,Yea,H.R. 1480: SAFE Act Confidentiality and Privilege Enhancement Act
2463,412209,116446, https://www.govtrack.us/congress/votes/114-2015/h177 ,Yea,"H.R. 651: To designate the facility of the United States Postal Service located at 820 Elmwood Avenue in Providence, Rhode ..."
2464,400659,116585, https://www.govtrack.us/congress/votes/114-2015/h274 ,Yea,"H.Res. 288: Providing for consideration of the bill (H.R. 2289) to reauthorize the Commodity Futures Trading Commission, to better protect ..."
2465,412618,116148, https://www.govtrack.us/congress/votes/114-2015/h39 ,Yea,"H.Res. 38: Providing for consideration of the bill (H.R. 161) to provide for the timely consideration of all licenses, permits, ..."
2466,412618,116236, https://www.govtrack.us/congress/votes/114-2015/h78 ,Yea,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...
2467,412618,116244, https://www.govtrack.us/congress/votes/114-2015/h84 ,Yea,H.R. 212: Drinking Water Protection Act
2468,412618,116282, https://www.govtrack.us/congress/votes/114-2015/h112 ,Yea,H.R. 749: Passenger Rail Reform and Investment Act of 2015
2469,412618,116616, https://www.govtrack.us/congress/votes/114-2015/h309 ,Yea,H.R. 2289: Commodity End-User Relief Act
2470,412618,116652, https://www.govtrack.us/congress/votes/114-2015/h333 ,Yea,H.R. 2393: Country of Origin Labeling Amendments Act of 2015
2471,412618,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2472,412618,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
2473,412618,116772, https://www.govtrack.us/congress/votes/114-2015/h435 ,Yea,H.R. 251: Homes for Heroes Act of 2015
2474,412618,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2475,412618,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,Yea,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
2476,412618,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,Yea,H.R. 3134: Defund Planned Parenthood Act of 2015
2477,412618,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2478,412618,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,Yea,H.R. 3457: Justice for Victims of Iranian Terrorism Act
2479,412618,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,Yea,H.R. 1090: Retail Investor Protection Act
2480,412619,116244, https://www.govtrack.us/congress/votes/114-2015/h84 ,No,H.R. 212: Drinking Water Protection Act
2481,412619,116282, https://www.govtrack.us/congress/votes/114-2015/h112 ,No,H.R. 749: Passenger Rail Reform and Investment Act of 2015
2482,412619,116463, https://www.govtrack.us/congress/votes/114-2015/h183 ,Yea,S.Con.Res. 11: An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2016 ...
2483,412619,116460, https://www.govtrack.us/congress/votes/114-2015/h193 ,Yea,"H.R. 2029: Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2016"
2484,412619,116470, https://www.govtrack.us/congress/votes/114-2015/h194 ,Yea,H.J.Res. 43: Disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of ...
2485,412619,116485, https://www.govtrack.us/congress/votes/114-2015/h215 ,Yea,"H.R. 2028: Energy and Water Development and Related Agencies Appropriations Act, 2016"
2486,412619,116616, https://www.govtrack.us/congress/votes/114-2015/h309 ,Yea,H.R. 2289: Commodity End-User Relief Act
2487,412619,116652, https://www.govtrack.us/congress/votes/114-2015/h333 ,Yea,H.R. 2393: Country of Origin Labeling Amendments Act of 2015
2488,412619,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2489,412619,116772, https://www.govtrack.us/congress/votes/114-2015/h435 ,Yea,H.R. 251: Homes for Heroes Act of 2015
2490,412619,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2491,412619,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,Yea,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
2492,412619,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,Yea,H.R. 3134: Defund Planned Parenthood Act of 2015
2493,412619,117268, https://www.govtrack.us/congress/votes/114-2015/h507 ,Yea,"H.R. 322: To designate the facility of the United States Postal Service located at 16105 Swingley Ridge Road in Chesterfield, ..."
2494,412619,117277, https://www.govtrack.us/congress/votes/114-2015/h518 ,Yea,H.R. 348: RAPID Act
2495,412619,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2496,412619,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,Yea,H.R. 3457: Justice for Victims of Iranian Terrorism Act
2497,412619,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,Yea,H.R. 1090: Retail Investor Protection Act
2498,412397,116115, https://www.govtrack.us/congress/votes/114-2015/h12 ,Yea,"H.Res. 19: Providing for consideration of the bill (H.R. 3) to approve the Keystone XL Pipeline, and providing for consideration ..."
2499,412397,116119, https://www.govtrack.us/congress/votes/114-2015/h14 ,Yea,H.R. 30: Save American Workers Act of 2015
2500,412397,116120, https://www.govtrack.us/congress/votes/114-2015/h16 ,Yea,H.R. 3: Keystone XL Pipeline Act
2501,412397,116226, https://www.govtrack.us/congress/votes/114-2015/h70 ,Yea,H.R. 720: Gerardo Hernandez Airport Security Act of 2015
2502,412397,116242, https://www.govtrack.us/congress/votes/114-2015/h82 ,Yea,H.R. 636: Americas Small Business Tax Relief Act of 2015
2503,412397,116303, https://www.govtrack.us/congress/votes/114-2015/h127 ,Yea,H.Res. 152: Providing for consideration of the resolution (H. Res. 132) providing for the expenses of certain committees of the ...
2504,412397,116306, https://www.govtrack.us/congress/votes/114-2015/h128 ,Yea,"S.J.Res. 8: A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the ..."
2505,412397,116338, https://www.govtrack.us/congress/votes/114-2015/h143 ,Yea,H.Res. 173: Providing for consideration of the bill (H.R. 2) to amend title XVIII of the Social Security Act to ...
2506,412397,116417, https://www.govtrack.us/congress/votes/114-2015/h159 ,Yea,H.R. 622: State and Local Sales Tax Deduction Fairness Act of 2015
2507,412397,116416, https://www.govtrack.us/congress/votes/114-2015/h161 ,Yea,H.R. 1105: Death Tax Repeal Act of 2015
2508,412397,116528, https://www.govtrack.us/congress/votes/114-2015/h243 ,Yea,H.Res. 271: Providing for consideration of the bill (H.R. 1806) to provide for technological innovation through the prioritization of Federal ...
2509,412397,116689, https://www.govtrack.us/congress/votes/114-2015/h373 ,Yea,H.Res. 321: Providing for consideration of the Senate amendment to the bill (H.R. 2146) to amend the Internal Revenue Code ...
2510,412397,116691, https://www.govtrack.us/congress/votes/114-2015/h374 ,No,H.R. 2146: Defending Public Safety Employees Retirement Act
2511,412397,116690, https://www.govtrack.us/congress/votes/114-2015/h375 ,Yea,H.R. 160: Protect Medical Innovation Act of 2015
2512,412397,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2513,412397,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
2514,412397,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
2515,412397,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
2516,412397,117302, https://www.govtrack.us/congress/votes/114-2015/h535 ,Yea,H.R. 1839: RAISE Act of 2015
2517,412397,117866, https://www.govtrack.us/congress/votes/114-2015/h550 ,Yea,H.R. 3493: Securing the Cities Act of 2015
2518,412397,117867, https://www.govtrack.us/congress/votes/114-2015/h551 ,Yea,H.R. 3350: Know the CBRN Terrorism Threats to Transportation Act
2519,412397,117865, https://www.govtrack.us/congress/votes/114-2015/h552 ,Yea,H.Res. 348: Supporting the right of the people of Ukraine to freely elect their government and determine their future.
2520,412595,116125, https://www.govtrack.us/congress/votes/114-2015/h17 ,Yea,H.R. 203: Clay Hunt SAV Act
2521,412595,116244, https://www.govtrack.us/congress/votes/114-2015/h84 ,Yea,H.R. 212: Drinking Water Protection Act
2522,412595,116245, https://www.govtrack.us/congress/votes/114-2015/h85 ,Yea,H.R. 734: Federal Communications Commission Consolidated Reporting Act of 2015
2523,412595,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2524,412595,116674, https://www.govtrack.us/congress/votes/114-2015/h365 ,Yea,H.R. 2559: To designate the PFC Milton A. Lee Medal of Honor Memorial Highway in the State of Texas.
2525,412595,116700, https://www.govtrack.us/congress/votes/114-2015/h380 ,No,"H.Res. 333: Providing for consideration of the bill (H.R. 2822) making appropriations for the Department of the Interior, environment, and ..."
2526,412595,116800, https://www.govtrack.us/congress/votes/114-2015/h448 ,Yea,H.R. 1557: Federal Employee Antidiscrimination Act of 2015
2527,412595,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2528,412595,117213, https://www.govtrack.us/congress/votes/114-2015/h467 ,Yea,S. 1482: Need-Based Educational Aid Act of 2015
2529,412595,117215, https://www.govtrack.us/congress/votes/114-2015/h468 ,Yea,H.R. 1656: Secret Service Improvements Act of 2015
2530,412595,117214, https://www.govtrack.us/congress/votes/114-2015/h469 ,Yea,H.R. 2770: Keeping our Travelers Safe and Secure Act
2531,412595,117219, https://www.govtrack.us/congress/votes/114-2015/h471 ,No,"H.Res. 380: Providing for consideration of the bill (H.R. 427) to amend chapter 8 of title 5, United States Code, ..."
2532,412595,117220, https://www.govtrack.us/congress/votes/114-2015/h472 ,Yea,H.R. 675: Veterans Compensation Cost-of-Living Adjustment Act of 2015
2533,412595,117222, https://www.govtrack.us/congress/votes/114-2015/h482 ,No,H.R. 427: Regulations from the Executive in Need of Scrutiny Act of 2015
2534,412595,117245, https://www.govtrack.us/congress/votes/114-2015/h490 ,Yea,S. 1359: E-Warranty Act of 2015
2535,412595,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,No,H.R. 3134: Defund Planned Parenthood Act of 2015
2536,412595,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2537,412595,117283, https://www.govtrack.us/congress/votes/114-2015/h520 ,Yea,H.R. 2786: Cross-Border Rail Security Act of 2015
2538,412595,117285, https://www.govtrack.us/congress/votes/114-2015/h522 ,No,H.Res. 444: Providing for consideration of the bill (H.R. 3495) to amend title XIX of the Social Security Act to ...
2539,412595,117287, https://www.govtrack.us/congress/votes/114-2015/h524 ,No,H.R. 3495: Womens Public Health and Safety Act
2540,412595,117290, https://www.govtrack.us/congress/votes/114-2015/h525 ,No,H.Res. 448: Providing for consideration of the concurrent resolution (H. Con. Res. 79) directing the Clerk of the House of ...
2541,412595,117289, https://www.govtrack.us/congress/votes/114-2015/h526 ,Yea,S. 2082: Department of Veterans Affairs Expiring Authorities Act of 2015
2542,412595,117292, https://www.govtrack.us/congress/votes/114-2015/h527 ,No,H.Con.Res. 79: Directing the Clerk of the House of Representatives to make corrections in the enrollment of H.R. 719.
2543,412595,117291, https://www.govtrack.us/congress/votes/114-2015/h528 ,Yea,On Concurring in the Senate Adt to the House Adt to the Senate Adt: H.R. 719: TSA Office of Inspection Accountability Act of 2015
2544,412595,117293, https://www.govtrack.us/congress/votes/114-2015/h530 ,No,H.Res. 449: Providing for consideration of the bill (H.R. 3457) to prohibit the lifting of sanctions on Iran until the ...
2545,412595,117295, https://www.govtrack.us/congress/votes/114-2015/h532 ,No,H.R. 1735: National Defense Authorization Act for Fiscal Year 2016
2546,412595,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,No,H.R. 3457: Justice for Victims of Iranian Terrorism Act
2547,412595,117301, https://www.govtrack.us/congress/votes/114-2015/h534 ,Yea,H.R. 1553: Small Bank Exam Cycle Reform Act of 2015
2548,412595,117302, https://www.govtrack.us/congress/votes/114-2015/h535 ,Yea,H.R. 1839: RAISE Act of 2015
2549,412595,117866, https://www.govtrack.us/congress/votes/114-2015/h550 ,Yea,H.R. 3493: Securing the Cities Act of 2015
2550,412595,117867, https://www.govtrack.us/congress/votes/114-2015/h551 ,Yea,H.R. 3350: Know the CBRN Terrorism Threats to Transportation Act
2551,412595,117865, https://www.govtrack.us/congress/votes/114-2015/h552 ,Yea,H.Res. 348: Supporting the right of the people of Ukraine to freely elect their government and determine their future.
2552,412595,117870, https://www.govtrack.us/congress/votes/114-2015/h554 ,No,"H.Res. 480: Providing for consideration of the bill (H.R. 10) to reauthorize the Scholarships for Opportunity and Results Act, and ..."
2553,412595,117868, https://www.govtrack.us/congress/votes/114-2015/h556 ,No,H.Res. 481: Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary ...
2554,412595,117874, https://www.govtrack.us/congress/votes/114-2015/h557 ,No,H.R. 692: Default Prevention Act
2555,412595,117873, https://www.govtrack.us/congress/votes/114-2015/h559 ,No,H.R. 10: Scholarships for Opportunity and Results Reauthorization Act
2556,412595,117884, https://www.govtrack.us/congress/votes/114-2015/h565 ,No,H.R. 1937: National Strategic and Critical Minerals Production Act of 2015
2557,412595,117882, https://www.govtrack.us/congress/votes/114-2015/h567 ,No,H.Res. 483: Providing for consideration of the bill (H.R. 3762) to provide for reconciliation pursuant to section 2002 of the ...
2558,412595,117886, https://www.govtrack.us/congress/votes/114-2015/h568 ,No,H.R. 3762: Restoring Americans Healthcare Freedom Reconciliation Act of 2015
2559,412595,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,No,H.R. 1090: Retail Investor Protection Act
2560,412610,116652, https://www.govtrack.us/congress/votes/114-2015/h333 ,Yea,H.R. 2393: Country of Origin Labeling Amendments Act of 2015
2561,412610,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2562,412610,116713, https://www.govtrack.us/congress/votes/114-2015/h391 ,Yea,H.R. 91: Veterans Identification Card Act 2015
2563,412610,116772, https://www.govtrack.us/congress/votes/114-2015/h435 ,Yea,H.R. 251: Homes for Heroes Act of 2015
2564,412610,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2565,412610,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,Yea,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
2566,412610,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,Yea,H.R. 3134: Defund Planned Parenthood Act of 2015
2567,412610,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2568,412610,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,Yea,H.R. 3457: Justice for Victims of Iranian Terrorism Act
2569,412610,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,Yea,H.R. 1090: Retail Investor Protection Act
2570,412611,116652, https://www.govtrack.us/congress/votes/114-2015/h333 ,Yea,H.R. 2393: Country of Origin Labeling Amendments Act of 2015
2571,412611,116675, https://www.govtrack.us/congress/votes/114-2015/h364 ,Yea,H.Res. 233: Expressing the sense of the House of Representatives that Iran should immediately release the three United States citizens ...
2572,412611,116772, https://www.govtrack.us/congress/votes/114-2015/h435 ,Yea,H.R. 251: Homes for Heroes Act of 2015
2573,412611,116801, https://www.govtrack.us/congress/votes/114-2015/h449 ,Yea,H.R. 2256: Veterans Information Modernization Act
2574,412611,117246, https://www.govtrack.us/congress/votes/114-2015/h491 ,Yea,H.Res. 412: Providing for consideration of the resolution (H. Res. 411) finding that the President has not complied with section ...
2575,412611,117265, https://www.govtrack.us/congress/votes/114-2015/h505 ,Yea,H.R. 3134: Defund Planned Parenthood Act of 2015
2576,412611,117282, https://www.govtrack.us/congress/votes/114-2015/h519 ,Yea,H.R. 2835: Border Jobs for Veterans Act of 2015
2577,412611,117297, https://www.govtrack.us/congress/votes/114-2015/h533 ,Yea,H.R. 3457: Justice for Victims of Iranian Terrorism Act
2578,412611,117902, https://www.govtrack.us/congress/votes/114-2015/h575 ,Yea,H.R. 1090: Retail Investor Protection Act
2579,412612,116113, https://www.govtrack.us/congress/votes/114-2015/h8 ,Yea,H.R. 26: Terrorism Risk Insurance Program Reauthorization Act of 2015
2580,412612,116112, https://www.govtrack.us/congress/votes/114-2015/h10 ,Yea,H.R. 23: National Windstorm Impact Reduction Act Reauthorization of 2015
